grantee_clean,grantee_jcn,granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,competitive_bid,num_bidders,govt_reemployees,grant_name,grantee,grantee_detail,grant_type,description,contract_reason,npo_type,admin_division,filename
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2013-07-22,2013 Jul,2013,17564,29032.5,Negotiated,2,0,"分任支出負担行為担当官
浜松河川国道事務所長
天野　邦彦
浜松市中区名塚町２６６",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,平成２５年度　単価契約浜松河川国道事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国所管,h25_youshiki2_3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2013-07-22,2013 Jul,2013,6915300,9548452,Negotiated,1,0,"分任支出負担行為担当官
東海財務局静岡財務事務所長
村木　和幸
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（静岡市葵区山崎一丁目　外）
16箇所",NA,公社,国所管,h25_youshiki2_3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2013-08-20,2013 Aug,2013,41401500,45335793,Negotiated,2,0,"支出負担行為担当官代理
　静岡地方法務局次長
　奥村　耕一
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,登記所備付地図作成作業（平成25年度及び平成26年度）一式,NA,公社,国所管,h25_youshiki2_3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2013-09-04,2013 Sep,2013,6024900,6823334,Negotiated,2,0,"分任支出負担行為担当官
東海財務局静岡財務事務所
沼津出張所長
小谷　克己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（熱海市下多賀　外）
15箇所",NA,公社,国所管,h25_youshiki2_3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2013-11-26,2013 Nov,2013,1456350,1654057,Negotiated,1,0,"分任支出負担行為担当官
東海財務局静岡財務事務所長
村木　和幸
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（静岡市清水区折戸一丁目　外）
2箇所",NA,公社,国所管,h25_youshiki2_3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2014-04-14,2014 Apr,2014,27851,30380,Competitive,1,NA,"分任契約担当官中部地方整備局富士砂防事務所長
吉田　桂治
富士宮市三園平1100",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡市駿河区曲金６－１６－１０",Goods and Services,平成２６年度　単価契約富士砂防事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2014-06-16,2014 Jun,2014,27725,32810,Competitive,1,NA,"分任契約担当官中部地方整備局浜松河川国道事務所長
天野　邦彦
浜松市中区名塚町266",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡市駿河区曲金６－１６－１０",Goods and Services,平成２６年度　単価契約浜松河川国道事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2014-06-27,2014 Jun,2014,7421760,8217365,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
村木　和幸
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（静岡市駿河区石部　外）
12箇所",NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2014-06-30,2014 Jun,2014,41601600,41836014,Competitive,3,NA,"支出負担行為担当官
　静岡地方法務局長
　田畑　恵一
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,登記所備付地図作成作業一式,NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2014-07-25,2014 Jul,2014,7116142,14651064,Competitive,7,NA,"独立行政法人
日本高速道路保有・債務返済機構
理事長代理　荒川　光弘
東京都港区西新橋2-8-6",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,静岡県（沼津地域）内における不動産表示登記等業務,NA,公社,国所管,h26_youshiki3-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2014-07-28,2014 Jul,2014,5322240,5704220,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
鈴木　尚己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（沼津市東原　外）
11箇所",NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2014-09-18,2014 Sep,2014,3592080,3936566,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
鈴木　尚己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（三島市南田町　外）
8箇所",NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MAFF,NA,2014-12-25,2014 Dec,2014,2121826,0,Competitive,3,NA,"支出負担行為担当官　関東農政局長　末松　広行
埼玉県さいたま市中央区新都心2-1さいたま新都心合同庁舎2号館",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"平成26年度国有農地等管理委託事業（境界確定測量事業）（山梨県上下吉田地区及び中島原地区）
一式",NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MAFF,NA,2014-12-25,2014 Dec,2014,1348435,0,Competitive,2,NA,"支出負担行為担当官　関東農政局長　末松　広行
埼玉県さいたま市中央区新都心2-1さいたま新都心合同庁舎2号館",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"平成26年度国有農地等管理委託事業（境界確定測量事業）（静岡県島田市志戸呂地区及び三方原地区）
一式",NA,公社,国所管,h26_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2015-04-14,2015 Apr,2015,22755,35013.599999999999,Competitive,3,NA,"分任支出負担行為担当官
中部地方整備局沼津河川国道事務所長
梅村　幸一郎
沼津市下香貫外原3244-2",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６丁目１６番１０号
（法人番号：4080005006188）",Goods and Services,"平成２７年度　単価契約沼津河川国道公共嘱託登記業務（表示）
嘱託登記業務一式",NA,公財,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2015-06-18,2015 Jun,2015,4993920,9528165,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
小谷　克己
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０
4080005006188",Goods and Services,"国有地測量等業務（静岡市葵区足久保口組　外）
12箇所",NA,公社,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2015-06-19,2015 Jun,2015,4138560,7536021,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
鈴木　尚己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０
4080005006188",Goods and Services,"国有財産測量等業務（伊東市湯川三丁目　外）
11箇所",NA,公社,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2015-07-16,2015 Jul,2015,67683600,80611909,Competitive,3,NA,"支出負担行為担当官
　静岡地方法務局長
　梅田　実
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10
法人番号4080005006188",Goods and Services,登記所備付地図作成作業一式,NA,公社,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2015-10-09,2015 Oct,2015,3912457,7286846,Competitive,3,NA,"独立行政法人
日本高速道路保有・債務返済機構
理事長代理　黒田　憲司
横浜市西区高島1-1-2",NA,"公益社団法人
静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10
（4080005006188 ）",Goods and Services,静岡県（富士地域）内における不動産表示登記等業務,NA,公社,国認定,h27_youshiki3-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2015-10-16,2015 Oct,2015,3818880,6048386,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
小谷　克己
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０
4080005006188",Goods and Services,"国有地測量等業務（静岡市駿河区丸子　外）
7箇所",NA,公社,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2015-11-04,2015 Nov,2015,11178000,NA,Competitive,1,NA,"独立行政法人
鉄道建設・運輸施設整備支援機構
契約担当役
理事　神山　和美
神奈川県横浜市中区本町6-50-1",NA,"公益社団法人
静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10
(4080005006188)",Goods and Services,旧二俣線掛川・袋井・磐田地区用地測量及び嘱託登記,NA,公社,国認定,h27_youshiki3-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2015-11-27,2015 Nov,2015,2806920,5053365,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
鈴木　尚己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０
4080005006188",Goods and Services,"文教住宅外1住宅15測量等業務
2箇所",NA,公社,国認定,h27_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2016-06-21,2016 Jun,2016,1843560,2699713,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
鈴木　尚己
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（三島市東本町二丁目　外）
5箇所",NA,公社,国認定,h28_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2016-06-22,2016 Jun,2016,22075,36190.800000000003,Competitive,3,NA,"分任支出負担行為担当官
中部地方整備局
浜松河川国道事務所長
尾藤　文人
静岡県浜松市中区名塚町266",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６丁目１６番１０号",Goods and Services,"平成２８年度単価契約浜松河川国道事務所公共嘱託登記業務（表示に関する登記）
公共嘱託登記業務一式",NA,公社,国認定,h28_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2016-09-16,2016 Sep,2016,2188080,2636742,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
児玉　光載
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（静岡市駿河区丸子　外）
4箇所",NA,公社,国認定,h28_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2016-11-01,2016 Nov,2016,1611096,1641600,Competitive,2,NA,"支出負担行為担当官　
東京管区気象台長　永井　章
東京都千代田区大手町１－３－４",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金六丁目16番10号",Goods and Services,網代特別地域気象観測所の敷地測量及び登記業務,NA,公社,国認定,h28_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2017-05-15,2017 May,2017,1221480,2031937,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
神戸　秀幸
静岡県沼津市市場町9-1",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"国有財産測量等業務（駿東郡長泉町南一色　外）
2箇所",NA,公社,国認定,h29_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2017-06-19,2017 Jun,2017,8581680,9444152,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
神戸　秀幸
静岡県沼津市市場町9-1",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"国有財産測量等業務（沼津市江原町　外）
10箇所",NA,公社,国認定,h29_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2017-06-19,2017 Jun,2017,83581200,103379760,Competitive,4,NA,"支出負担行為担当官
　静岡地方法務局長
　西江　昭博　
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,平成29・30年度登記所備付地図作成作業,NA,公社,国認定,h29_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2017-06-27,2017 Jun,2017,37800,38124,Competitive,1,NA,"分任支出負担行為担当官
中部地方整備局　浜松河川国道事務所長
尾藤 文人
静岡県浜松市中区名塚町266",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡市駿河区曲金6-16-10",Goods and Services,"平成２９年度　単価契約浜松河川国道事務所公共嘱託登記業務(表示に関する登記)
公共嘱託登記業務一式",NA,公社,国認定,h29_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2017-11-22,2017 Nov,2017,934200,1137354,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
神戸　秀幸
静岡県沼津市市場町9-1",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"国有財産測量等業務（富士市中丸）
1箇所",NA,公社,国認定,h29_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2017-12-01,2017 Dec,2017,3927960,4141029,Negotiated,2,0,"分任支出負担行為担当官
東海財務局静岡財務事務所長
児玉　光載
静岡県静岡市葵区追手町9-50",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,"国有地測量等業務（浜松市東区中郡町　外）
4箇所",NA,公社,国認定,h29_youshiki2-4
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2018-04-18,2018 Apr,2018,2121320,3251469,Competitive,2,NA,"分任支出負担行為担当官　
中部地方整備局　富士砂防事務所長　
杉本 宏之
静岡県富士宮市三園平1100",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,平成３０年度　単価契約富士砂防事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国認定,h30_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2018-05-30,2018 May,2018,1204138,1505382,Competitive,3,NA,"分任支出負担行為担当官　
中部地方整備局　静岡国道事務所長　
隅藏 雄一郎
静岡県静岡市葵区南安倍2-8-1",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,平成３０年度　単価契約静岡国道事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国認定,h30_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2018-06-19,2018 Jun,2018,81950400,89069000,Competitive,4,NA,"支出負担行為担当官
　静岡地方法務局長
　渡辺　富雄　
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,平成30・31年度登記所備付地図作成作業,NA,公社,国認定,h30_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2018-06-25,2018 Jun,2018,2089800,3268118,Competitive,2,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
神戸　秀幸
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（裾野市須山　外）
4箇所",NA,公社,国認定,h30_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2019-04-26,2019 Apr,2019,1219270,2553517,Competitive,3,NA,"分任支出負担行為担当官
中部地方整備局　浜松河川国道事務所長
田中　里佳
静岡県浜松市中区名塚町266",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,平成３１年度単価契約浜松河川国道事務所公共嘱託登記業務（表示に関する登記）,NA,公社,国認定,r1_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2019-10-16,2019 Oct,2019,1773200,2956187,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
平岡　宏友
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（沼津市江原町　外）
4箇所",NA,公社,国認定,r1_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2019-11-07,2019 Nov,2019,4279000,6367982,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
山崎　正晴
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（静岡市葵区浅間町　外）
8箇所",NA,公社,国認定,r1_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2020-07-31,2020 Jul,2020,86900000,113113430,Competitive,3,NA,"支出負担行為担当官
　静岡地方法務局長
　鈴木　朗
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和2・3年度登記所備付地図作成作業,NA,公社,国認定,r2_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2020-10-07,2020 Oct,2020,2004200,2545021,Competitive,1,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所長
白瀧　智彦
静岡県静岡市葵区追手町９－５０",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有地測量等業務（掛川市葛川　外）
4箇所",NA,公社,国認定,r2_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2021-04-20,2021 Apr,2021,4124490,9023168,Competitive,NA,NA,"分任支出負担行為担当官
中部地方整備局　沼津河川国道事務所長　
渡部　正一
静岡県沼津市下香貫外原3244-2",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和３年度　単価契約沼津河川国道公共嘱託登記業務（表示に関する登記）,NA,-99,NA,r3_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2021-04-20,2021 Apr,2021,1318196,2883826,Competitive,NA,NA,"分任支出負担行為担当官
中部地方整備局浜松河川国道事務所長
吉田　敏章
静岡県浜松市中区名塚町266",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和３年度　単価契約浜松河川国道事務所公共嘱託登記業務（表示に関する登記）,NA,-99,NA,r3_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2021-04-22,2021 Apr,2021,4618026,9912056,Competitive,NA,NA,"分任支出負担行為担当官
中部地方整備局　富士砂防事務所長　
藤平　大
静岡県富士宮市三園平1100",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和３年度　単価契約富士砂防事務所公共嘱託登記業務（表示に関する登記）,NA,-99,NA,r3_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2021-07-16,2021 Jul,2021,77000000,103769116,Competitive,NA,NA,"支出負担行為担当官
　静岡地方法務局長
　綿谷　修　
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和3・4年度登記所備付地図作成作業,NA,-99,NA,r3_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2021-09-03,2021 Sep,2021,7191800,7206937,Competitive,NA,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
平岡　宏友
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（伊豆市湯ケ島　外）
8箇所",NA,-99,NA,r3_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2022-09-16,2022 Sep,2022,118822000,123121636,Negotiated,NA,0,"支出負担行為担当官
　静岡地方法務局長
　福田 克則
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和４・５年度登記所備付地図作成作業,NA,-99,NA,r4_youshiki2-4
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2022-09-20,2022 Sep,2022,801900,1503797,Competitive,NA,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
山村　晃
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（三島市栄町）
１箇所",NA,-99,NA,r4_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOF,NA,2023-10-25,2023 Oct,2023,858000,1090314,Competitive,NA,NA,"分任支出負担行為担当官
東海財務局静岡財務事務所沼津出張所長
山村　晃
静岡県沼津市市場町９－１",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金６－１６－１０",Goods and Services,"国有財産測量等業務（沼津市東熊堂）
1箇所",NA,-99,NA,r5_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2023-10-31,2023 Oct,2023,116600000,117147005,Negotiated,NA,0,"支出負担行為担当官
　静岡地方法務局長
　蔦　啓一郎
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和5・6年度登記所備付地図作成作業一式,NA,-99,NA,r5_youshiki2-4
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MLIT,NA,2024-04-15,2024 Apr,2024,3832571,7191437,Competitive,NA,NA,"分任支出負担行為担当官
中部地方整備局　沼津河川国道事務所長　辛嶋　亨
沼津市下香貫外原３２４４－２",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡市駿河区曲金６－１６－１０",Goods and Services,令和６年度　単価契約沼津河川国道公共嘱託登記業務（表示に関する登記）　一式,NA,-99,NA,r6_youshiki2-3
静岡県公共嘱託登記土地家屋調査士協会,4080005006188,MOJ,NA,2024-07-02,2024 Jul,2024,123200000,123353456,Competitive,NA,NA,"支出負担行為担当官
　静岡地方法務局長
　宗野　有美子
（静岡県静岡市葵区追手町9-50）",NA,"公益社団法人静岡県公共嘱託登記土地家屋調査士協会
静岡県静岡市駿河区曲金6-16-10",Goods and Services,令和6・7年度法務局地図作成事業一式,NA,-99,NA,r6_youshiki2-3
静岡県看護協会,3080005000687,MHLW,NA,2022-02-24,2022 Feb,2022,861000,NA,-99,NA,NA,"（項）医療提供体制確保対策費
（目）医療施設運営費等補助金",公益社団法人静岡県看護協会,公益社団法人静岡県看護協会,Subsidy,令和３年度医療施設運営費等補助金（看護師の特定行為に係る研修機関導入促進支援事業）,NA,-99,国認定,r3_youshiki1
静岡県観光協会,4080005000686,MLIT,NA,2023-04-26,2023 Apr,2023,8800000,NA,-99,NA,NA,訪日外国人旅行者周遊促進事業費補助金,公益社団法人静岡県観光協会,公益社団法人静岡県観光協会,Subsidy,広域周遊観光促進事業,NA,-99,国認定,r5_youshiki1
静岡県観光協会,4080005000686,MLIT,NA,2023-04-26,2023 Apr,2023,4680373,NA,-99,NA,NA,訪日外国人旅行者周遊促進事業費補助金,公益社団法人静岡県観光協会,公益社団法人静岡県観光協会,Subsidy,広域周遊観光促進事業,NA,-99,国認定,r5_youshiki1
静岡県観光協会,4080005000686,MLIT,NA,2023-05-02,2023 May,2023,256710,NA,-99,NA,NA,観光振興事業費補助金,公益社団法人静岡県観光協会,公益社団法人静岡県観光協会,Subsidy,世界に誇る観光地を形成するためのDMO体制整備事業,NA,-99,国認定,r5_youshiki1
非公表,3010505001183,MEXT,3010505001183,2019-03-15,2019 Mar,2019,1995840,1995840,Negotiated,1,0,"独立行政法人国立文化財機構
分任契約担当役 奈良国立博物館　
副館長　湊公夫
奈良県奈良市登大路町50",NA,非公表,Goods and Services,文化財の修理,NA,公財,国認定,h30_youshiki3-4
音楽産業・文化振興財団,NA,METI,NA,2011-04-01,2011 Apr,2011,70000000,70000000,Negotiated,3,1,経済産業本省　千代田区霞が関１－３－１ 支出負担行為担当官　経済産業省大臣官房会計課長　赤石　浩一,財団法人音楽産業・文化振興財団,"財団法人音楽産業・文化振興財団
東京都港区虎ノ門２－２－５共同通信会館９Ｆ",Goods and Services,平成２３年度コンテンツ産業強化対策支援事業（音楽に係る国際展開促進事業）,NA,特財,国所管,h23_youshiki2-4
音楽産業・文化振興財団,NA,MOFA,NA,2011-04-01,2011 Apr,2011,1250000,同種の他の契約の予定価格を類推させる恐れがあるため公表しない,Negotiated,2,0,"本部
契約担当職　理事  坂戸勝
東京都新宿区四谷4-4-1",財団法人音楽産業・文化振興財団,"財団法人音楽産業・文化振興財団
東京都港区東新橋2-9-2 8F",Goods and Services,中国におけるラジオ番組制作・放送業務委託契約,NA,特財,国所管,h23_youshiki3-4
